Prscrbr_NPI,Physician_Name,Specialty,City,State,Brand_Name,Sales_Rep,Sales_Rep_Name,Territory,HCP_Tier,CMS_Volume_Decile,Target_Calls,Actual_Calls,Samples_Dropped,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Rx_Lift_Pct,Delta_Log_Fills,Post_Campaign_Fills,dataset_mode
1001000024,Dr. Laura Carter,Oncology,Las Vegas,NV,Fentora,REP-H289,Harrison Gallagher,TERR-H09,2,4,8,6,1,13,10.4426,16612.1,3.6733,0.032973,10.8262,hybrid
1001000025,Dr. Sarah Lewis,Palliative Care,Detroit,MI,Actiq,REP-H325,Henry Thornton,TERR-H09,2,4,8,7,6,13,10.611,21013.92,6.9588,0.061654,11.3493,hybrid
1001000026,Dr. Barbara Lewis,Palliative Care,Charlotte,NC,Subsys,REP-H224,Hannah Sinclair,TERR-H04,2,6,10,8,8,21,16.7774,24275.68,11.2224,0.100669,18.6602,hybrid
1001000027,Dr. Richard Williams,Oncology,Atlanta,GA,Abstral,REP-H125,Henry Finch,TERR-H01,2,5,8,6,1,21,14.3186,35915.58,4.2334,0.038807,14.9248,hybrid
1001000028,Dr. Kathleen Garcia,Anesthesiology,Detroit,MI,Lazanda,REP-H383,Howard Carrington,TERR-H07,2,4,4,3,2,25,9.9511,14159.57,6.7709,0.059708,10.6248,hybrid
1001000029,Dr. Elizabeth Gonzalez,Oncology,Chicago,IL,Abstral,REP-H272,Hilary Mercer,TERR-H04,2,7,15,14,5,11,18.4284,43311.68,7.0024,0.064307,19.7188,hybrid
1001000030,Dr. Sarah Lee,Oncology,Austin,TX,Abstral,REP-H109,Harrison Vance,TERR-H09,2,4,11,10,5,19,9.6472,9453.97,5.7659,0.050924,10.2034,hybrid
1001000031,Dr. Mary Anderson,Pain Management,Jacksonville,FL,Subsys,REP-H352,Hilary Blackwood,TERR-H12,2,7,16,14,14,12,18.4984,35196.58,12.9254,0.11567,20.8894,hybrid
1001000032,Dr. Donna Williams,Pain Management,Jacksonville,FL,Abstral,REP-H255,Homer Conway,TERR-H11,2,7,9,6,0,20,18.2938,16315.98,4.7591,0.044136,19.1645,hybrid
1001000033,Dr. Ashley Lee,Pain Management,Charlotte,NC,Subsys,REP-H276,Hayden Mercer,TERR-H08,1,10,15,11,7,27,28.3126,44011.95,10.4839,0.096457,31.2809,hybrid
1001000034,Dr. Sarah Anderson,Pain Management,Houston,TX,Abstral,REP-H165,Henry Hayes,TERR-H05,2,4,3,1,0,13,9.2234,8253.2,0.491,0.00442,9.2687,hybrid
1001000035,Dr. Mary Campbell,Pain Management,Seattle,WA,Abstral,REP-H286,Holly Gallagher,TERR-H06,2,5,10,8,7,28,12.7945,13504.99,11.791,0.103785,14.3031,hybrid
1001000036,Dr. Richard Robinson,Pain Management,New York,NY,Subsys,REP-H253,Hector Conway,TERR-H09,2,4,5,5,0,15,9.932,21491.51,2.6474,0.023767,10.1949,hybrid
1001000037,Dr. Jessica Nguyen,Palliative Care,Miami,FL,Abstral,REP-H320,Hattie Kensington,TERR-H04,1,10,11,8,9,23,29.0625,61256.59,8.1561,0.075893,31.4329,hybrid
1001000038,Dr. Richard Campbell,Oncology,Los Angeles,CA,Fentora,REP-H149,Harrison Sterling,TERR-H01,2,6,9,5,3,19,16.1279,14621.14,6.5863,0.060171,17.1901,hybrid
1001000039,Dr. Charles Thomas,Palliative Care,Portland,OR,Abstral,REP-H134,Hazel Finch,TERR-H10,3,3,6,3,0,17,7.1862,11786.17,1.2577,0.01098,7.2766,hybrid
1001000040,Dr. Patricia Carter,Oncology,Portland,OR,Actiq,REP-H273,Hector Mercer,TERR-H05,2,5,12,10,7,11,12.5126,11119.85,7.488,0.06704,13.4496,hybrid
1001000041,Dr. Barbara Williams,Pain Management,New York,NY,Abstral,REP-H228,Harvey Sinclair,TERR-H08,2,5,10,8,8,11,13.7868,13243.86,7.1406,0.064454,14.7712,hybrid
1001000042,Dr. Jessica Lee,Internal Medicine,Austin,TX,Actiq,REP-H278,Hilda Mercer,TERR-H10,2,6,4,3,2,25,17.1043,23784.99,1.5832,0.014847,17.3751,hybrid
1001000043,Dr. Kimberly Green,Neurology,New York,NY,Actiq,REP-H259,Holden Conway,TERR-H03,2,5,5,3,3,20,12.39,17714.98,3.5652,0.032457,12.8317,hybrid
1001000044,Dr. Kathleen Walker,Pain Management,Jacksonville,FL,Fentora,REP-H138,Hilda Finch,TERR-H02,2,5,11,9,4,13,14.3363,20412.61,10.1604,0.090735,15.7929,hybrid
1001000045,Dr. Kathleen Rivera,Pain Management,Denver,CO,Lazanda,REP-H288,Harvey Gallagher,TERR-H08,2,5,14,12,12,14,13.7638,19180.78,13.5294,0.118787,15.6259,hybrid
1001000046,Dr. Stephanie Davis,Pain Management,Chicago,IL,Lazanda,REP-H225,Henry Sinclair,TERR-H05,1,9,13,8,5,29,25.034,55768.94,12.6148,0.114491,28.192,hybrid
1001000047,Dr. Carol White,Pain Management,Las Vegas,NV,Subsys,REP-H159,Holden Sterling,TERR-H11,3,3,6,5,1,22,8.1192,16203.0,6.9649,0.060164,8.6847,hybrid
1001000048,Dr. Charles Jackson,Pain Management,Chicago,IL,Abstral,REP-H388,Harvey Carrington,TERR-H12,2,5,6,6,2,16,12.2692,22032.08,6.8866,0.061731,13.1141,hybrid
1001000049,Dr. Donna Lewis,Internal Medicine,Phoenix,AZ,Abstral,REP-H185,Henry Monroe,TERR-H01,2,7,7,6,4,25,19.3208,37636.48,5.0069,0.046507,20.2881,hybrid
1001000050,Dr. Sharon Green,Neurology,Seattle,WA,Subsys,REP-H322,Harold Thornton,TERR-H06,2,4,5,3,2,19,10.0762,10129.7,4.0771,0.036419,10.487,hybrid
1001000051,Dr. Emily Brown,Neurology,Portland,OR,Abstral,REP-H157,Hunter Sterling,TERR-H09,2,5,4,3,0,14,12.4755,22700.42,1.1074,0.0102,12.6137,hybrid
1001000052,Dr. James White,Internal Medicine,Portland,OR,Abstral,REP-H353,Hector Blackwood,TERR-H01,2,5,2,2,3,11,12.3913,31160.43,2.2965,0.021027,12.6759,hybrid
1001000053,Dr. Mary Hall,Pain Management,Denver,CO,Lazanda,REP-H107,Heather Vance,TERR-H07,3,3,2,1,1,15,6.5801,8098.2,2.6809,0.023006,6.7565,hybrid
1001000054,Dr. Barbara Carter,Pain Management,New York,NY,Actiq,REP-H172,Hilary Hayes,TERR-H12,2,5,8,6,4,19,14.2818,23501.23,4.8061,0.043937,14.9682,hybrid
1001000055,Dr. Sharon Perez,Oncology,Denver,CO,Actiq,REP-H295,Homer Gallagher,TERR-H03,3,3,2,1,2,14,7.3592,14191.44,6.2414,0.053491,7.8185,hybrid
1001000056,Dr. Sharon Lee,Pain Management,Las Vegas,NV,Abstral,REP-H277,Hunter Mercer,TERR-H09,2,7,10,7,0,14,20.5515,23870.76,7.3464,0.067711,22.0613,hybrid
1001000057,Dr. Michelle Miller,Palliative Care,Los Angeles,CA,Subsys,REP-H276,Hayden Mercer,TERR-H08,2,5,8,5,4,13,14.3787,16099.47,8.4904,0.07639,15.5995,hybrid
1001000058,Dr. Carol King,Oncology,Atlanta,GA,Subsys,REP-H125,Henry Finch,TERR-H01,2,5,4,3,2,28,13.536,30413.72,3.2592,0.029898,13.9771,hybrid
1001000059,Dr. Susan Scott,Oncology,Denver,CO,Abstral,REP-H269,Harrison Mercer,TERR-H01,1,9,12,10,8,19,26.1423,27330.56,12.0321,0.109651,29.2877,hybrid
1001000060,Dr. David Wilson,Neurology,Phoenix,AZ,Actiq,REP-H162,Harold Hayes,TERR-H02,2,4,5,2,0,16,11.9207,18044.4,1.9684,0.017998,12.1554,hybrid
1001000061,Dr. Margaret Walker,Neurology,Detroit,MI,Subsys,REP-H186,Holly Monroe,TERR-H02,1,10,7,5,2,30,29.778,62156.73,6.3134,0.05929,31.6581,hybrid
1001000062,Dr. Melissa Brown,Oncology,New York,NY,Subsys,REP-H359,Holden Blackwood,TERR-H07,2,7,13,12,0,19,18.2475,35494.86,4.6787,0.0434,19.1012,hybrid
1001000063,Dr. Sharon Harris,Orthopedics,New York,NY,Fentora,REP-H170,Hope Hayes,TERR-H10,2,5,4,2,1,20,13.8639,24724.15,3.3321,0.030606,14.3259,hybrid
1001000064,Dr. Kimberly Walker,Internal Medicine,Charlotte,NC,Subsys,REP-H131,Hugh Finch,TERR-H07,3,2,2,1,0,27,5.3426,5536.57,2.0215,0.016885,5.4506,hybrid
1001000065,Dr. Joseph White,Emergency Medicine,Portland,OR,Abstral,REP-H250,Hope Conway,TERR-H06,1,8,4,0,1,27,23.9887,48507.91,4.0258,0.037919,24.9545,hybrid
1001000066,Dr. Nancy Allen,Neurology,Denver,CO,Abstral,REP-H147,Heather Sterling,TERR-H11,1,10,13,10,6,21,36.8262,66393.65,7.3694,0.069289,39.5401,hybrid
1001000067,Dr. Charles Lewis,Oncology,Chicago,IL,Subsys,REP-H255,Homer Conway,TERR-H11,2,7,15,10,2,15,18.9942,17087.6,7.4846,0.068689,20.4158,hybrid
1001000068,Dr. Emily Martin,Pain Management,Chicago,IL,Actiq,REP-H149,Harrison Sterling,TERR-H01,3,3,5,4,2,19,8.3294,14948.18,7.9327,0.068428,8.9901,hybrid
1001000069,Dr. Amanda Adams,Pain Management,New York,NY,Abstral,REP-H293,Hector Gallagher,TERR-H01,2,4,7,4,1,20,11.9987,24658.68,6.4701,0.058008,12.775,hybrid
1001000070,Dr. Ashley Green,Palliative Care,Detroit,MI,Subsys,REP-H171,Hugh Hayes,TERR-H11,2,6,15,10,5,18,16.4939,26634.45,7.7798,0.070785,17.7771,hybrid
1001000071,Dr. Mary Campbell,Internal Medicine,New York,NY,Fentora,REP-H138,Hilda Finch,TERR-H02,2,5,4,3,0,31,12.1661,10534.25,1.0487,0.009644,12.2937,hybrid
1001000072,Dr. Amanda King,Internal Medicine,Phoenix,AZ,Subsys,REP-H176,Hayden Hayes,TERR-H04,2,5,2,1,0,26,13.8174,33643.35,1.3697,0.012692,14.0067,hybrid
1001000073,Dr. Thomas Torres,Oncology,Austin,TX,Abstral,REP-H143,Howard Sterling,TERR-H07,1,8,8,6,5,9,22.0401,21293.77,8.0413,0.074108,23.8125,hybrid
1001000074,Dr. Thomas Carter,Neurology,Phoenix,AZ,Abstral,REP-H274,Hazel Mercer,TERR-H06,1,8,5,3,3,16,21.4626,34952.16,5.0362,0.046998,22.5435,hybrid
1001000075,Dr. Lisa Campbell,Pain Management,Atlanta,GA,Subsys,REP-H118,Hilda Vance,TERR-H06,3,2,2,1,1,19,5.0607,11005.87,3.5947,0.029574,5.2426,hybrid
1001000076,Dr. Margaret Adams,Pain Management,Portland,OR,Subsys,REP-H176,Hayden Hayes,TERR-H04,2,5,11,8,8,23,12.0627,12938.33,7.379,0.06592,12.9528,hybrid
1001000077,Dr. Rebecca Harris,Oncology,Phoenix,AZ,Abstral,REP-H301,Helen Kensington,TERR-H09,2,4,6,5,3,13,10.3939,14897.11,5.3421,0.047582,10.9492,hybrid
1001000078,Dr. Sharon Lopez,Palliative Care,Las Vegas,NV,Abstral,REP-H304,Hannah Kensington,TERR-H12,2,5,6,5,4,8,14.2406,32856.69,6.5135,0.059081,15.1682,hybrid
1001000079,Dr. Patricia Jones,Pain Management,New York,NY,Abstral,REP-H222,Harold Sinclair,TERR-H02,1,8,16,10,2,18,23.7216,49232.79,6.9115,0.064213,25.3611,hybrid
1001000080,Dr. John Miller,Palliative Care,Phoenix,AZ,Actiq,REP-H328,Harvey Thornton,TERR-H12,1,10,14,12,9,12,30.2409,65204.19,9.8631,0.091187,33.2236,hybrid
1001000081,Dr. Donna Martin,Pain Management,Austin,TX,Lazanda,REP-H227,Heather Sinclair,TERR-H07,1,8,14,13,7,15,21.0846,37045.75,11.8097,0.106834,23.5746,hybrid
1001000082,Dr. Nancy King,Palliative Care,Philadelphia,PA,Actiq,REP-H171,Hugh Hayes,TERR-H11,2,6,15,12,0,12,15.0258,32755.49,6.6725,0.060683,16.0284,hybrid
1001000083,Dr. Betty Nguyen,Orthopedics,Nashville,TN,Abstral,REP-H319,Holden Kensington,TERR-H03,2,5,7,5,4,18,14.5877,33982.49,2.2444,0.020787,14.9151,hybrid
1001000084,Dr. Barbara Allen,Emergency Medicine,Detroit,MI,Fentora,REP-H189,Harrison Monroe,TERR-H05,2,4,5,4,0,15,9.4863,18591.82,2.2351,0.020018,9.6984,hybrid
1001000085,Dr. Betty King,Anesthesiology,Houston,TX,Subsys,REP-H332,Hilary Thornton,TERR-H04,1,9,14,12,11,18,24.8435,28288.28,6.6315,0.0618,26.491,hybrid
1001000086,Dr. Michael Ramirez,Neurology,Miami,FL,Abstral,REP-H338,Hilda Thornton,TERR-H10,2,5,8,7,8,23,12.913,15542.89,6.7834,0.061056,13.789,hybrid
1001000087,Dr. Kimberly Young,Oncology,Los Angeles,CA,Subsys,REP-H243,Howard Conway,TERR-H11,2,6,9,5,2,16,15.9251,30460.26,6.322,0.057783,16.9319,hybrid
1001000088,Dr. Nancy Jackson,Family Practice,Miami,FL,Actiq,REP-H292,Hilary Gallagher,TERR-H12,2,4,2,1,1,19,9.7145,10621.72,2.0134,0.01809,9.9101,hybrid
1001000089,Dr. Sarah Miller,Oncology,Miami,FL,Fentora,REP-H202,Harold Bishop,TERR-H06,2,7,10,8,0,16,19.67,36446.09,6.1352,0.056743,20.8768,hybrid
1001000090,Dr. Deborah Wilson,Pain Management,Charlotte,NC,Abstral,REP-H343,Howard Blackwood,TERR-H03,1,9,16,11,4,11,26.0563,57226.71,7.3784,0.068646,27.9788,hybrid
1001000091,Dr. Michelle Perez,Oncology,Charlotte,NC,Subsys,REP-H364,Hannah Whitman,TERR-H12,2,4,7,7,4,33,10.7382,15910.48,7.7833,0.068781,11.574,hybrid
1001000092,Dr. Laura Baker,Oncology,Philadelphia,PA,Abstral,REP-H109,Harrison Vance,TERR-H09,2,4,7,4,5,15,11.2541,11992.63,6.2548,0.055854,11.958,hybrid
1001000093,Dr. Donna Carter,Palliative Care,Charlotte,NC,Fentora,REP-H317,Hunter Kensington,TERR-H01,2,5,14,12,4,31,14.4226,34914.88,8.934,0.08024,15.7111,hybrid
1001000094,Dr. Lisa Anderson,Family Practice,New York,NY,Subsys,REP-H277,Hunter Mercer,TERR-H09,2,5,5,4,0,16,13.8648,34657.24,1.9039,0.017602,14.1288,hybrid
1001000095,Dr. Linda Sanchez,Pain Management,Seattle,WA,Abstral,REP-H302,Harold Kensington,TERR-H10,3,3,6,4,0,19,6.109,11864.41,0.6023,0.005162,6.1458,hybrid
1001000096,Dr. Betty Perez,Pain Management,Charlotte,NC,Fentora,REP-H309,Harrison Kensington,TERR-H05,2,6,11,10,3,22,15.1685,15097.77,9.4513,0.084954,16.6021,hybrid
1001000097,Dr. Linda Jackson,Pain Management,Los Angeles,CA,Actiq,REP-H319,Holden Kensington,TERR-H03,3,3,5,3,2,20,6.5192,9732.27,5.2669,0.044653,6.8625,hybrid
1001000098,Dr. Lisa Taylor,Palliative Care,Columbus,OH,Subsys,REP-H122,Harold Finch,TERR-H10,2,5,6,4,3,31,13.7704,12092.05,3.6022,0.033032,14.2664,hybrid
1001000099,Dr. Michelle Clark,Palliative Care,Houston,TX,Abstral,REP-H250,Hope Conway,TERR-H06,1,9,16,14,4,11,25.8277,23839.94,8.573,0.079305,28.0419,hybrid
1001000100,Dr. Melissa Wright,Family Practice,Denver,CO,Actiq,REP-H352,Hilary Blackwood,TERR-H12,2,5,5,4,1,14,14.1398,27349.41,0.6255,0.005825,14.2282,hybrid
1001000101,Dr. Susan Scott,Internal Medicine,Phoenix,AZ,Fentora,REP-H109,Harrison Vance,TERR-H09,2,6,8,6,4,13,17.7412,15919.05,5.4274,0.050102,18.7041,hybrid
1001000102,Dr. Richard Nguyen,Pain Management,Boston,MA,Subsys,REP-H146,Holly Sterling,TERR-H10,2,6,7,4,2,18,15.4858,36266.57,4.0002,0.036887,16.1053,hybrid
1001000103,Dr. Elizabeth Wilson,Orthopedics,New York,NY,Subsys,REP-H111,Hugh Vance,TERR-H11,2,7,4,2,3,16,20.0831,32205.6,5.8161,0.053922,21.2512,hybrid
1001000104,Dr. Patricia Nelson,Anesthesiology,Las Vegas,NV,Subsys,REP-H367,Heather Whitman,TERR-H03,3,3,2,1,0,7,6.501,8576.91,2.7574,0.023617,6.6802,hybrid
1001000105,Dr. Laura Torres,Pain Management,Seattle,WA,Lazanda,REP-H368,Harvey Whitman,TERR-H04,2,5,8,6,1,29,13.7894,31633.26,7.7482,0.069752,14.8578,hybrid
1001000106,Dr. Thomas Wilson,Pain Management,Las Vegas,NV,Subsys,REP-H213,Hector Bishop,TERR-H05,2,4,6,5,6,21,10.2683,19417.39,9.0412,0.07917,11.1967,hybrid
1001000107,Dr. Sharon Sanchez,Pain Management,Las Vegas,NV,Abstral,REP-H132,Hilary Finch,TERR-H08,1,9,16,11,12,18,24.5782,23847.76,8.1477,0.075378,26.5808,hybrid
1001000108,Dr. Carol Hernandez,Family Practice,Nashville,TN,Lazanda,REP-H375,Homer Whitman,TERR-H11,2,5,8,7,2,16,13.6947,35089.56,6.9507,0.062766,14.6466,hybrid
1001000109,Dr. Kimberly Lopez,Oncology,Seattle,WA,Abstral,REP-H257,Hunter Conway,TERR-H01,3,2,5,4,2,14,4.5178,11614.4,6.8434,0.054518,4.827,hybrid
1001000110,Dr. Elizabeth Miller,Anesthesiology,Detroit,MI,Lazanda,REP-H151,Hugh Sterling,TERR-H03,2,5,6,5,0,25,14.1455,30479.53,2.5165,0.023231,14.5014,hybrid
1001000111,Dr. William Ramirez,Pain Management,Portland,OR,Fentora,REP-H178,Hilda Hayes,TERR-H06,2,7,11,10,5,18,18.1442,24450.7,9.3899,0.085255,19.8479,hybrid
1001000112,Dr. Charles Wilson,Orthopedics,Jacksonville,FL,Abstral,REP-H127,Heather Finch,TERR-H03,2,7,12,10,4,13,18.6506,24405.65,7.2425,0.06648,20.0014,hybrid
1001000113,Dr. Patricia Brown,Pain Management,Charlotte,NC,Abstral,REP-H177,Hunter Hayes,TERR-H05,2,6,10,6,7,23,17.7592,17187.46,6.4531,0.059298,18.9052,hybrid
1001000114,Dr. Susan Lewis,Anesthesiology,Las Vegas,NV,Abstral,REP-H139,Holden Finch,TERR-H03,1,9,15,13,11,11,24.7114,47175.94,8.7354,0.080618,26.8701,hybrid
1001000115,Dr. Laura Wright,Internal Medicine,Seattle,WA,Subsys,REP-H133,Hector Finch,TERR-H09,2,5,4,3,0,18,12.2184,12746.17,3.9269,0.035655,12.6982,hybrid
1001000116,Dr. Michelle Nelson,Oncology,Jacksonville,FL,Actiq,REP-H202,Harold Bishop,TERR-H06,2,7,11,8,0,28,19.8743,49172.48,6.2775,0.05805,21.1219,hybrid
1001000117,Dr. Robert Perez,Family Practice,Philadelphia,PA,Abstral,REP-H206,Holly Bishop,TERR-H10,2,6,6,3,0,10,16.7081,33225.54,1.0485,0.009845,16.8833,hybrid
1001000118,Dr. Joseph Torres,Anesthesiology,New York,NY,Subsys,REP-H237,Hunter Sinclair,TERR-H05,2,6,11,6,7,15,16.2036,26434.13,3.5927,0.033278,16.7857,hybrid
1001000119,Dr. James Lopez,Anesthesiology,Detroit,MI,Abstral,REP-H329,Harrison Thornton,TERR-H01,1,8,15,13,9,22,21.1969,43061.69,9.297,0.08506,23.1676,hybrid
1001000120,Dr. Karen Allen,Pain Management,Los Angeles,CA,Actiq,REP-H271,Hugh Mercer,TERR-H03,2,4,4,3,1,14,11.7098,27210.77,5.349,0.048106,12.3362,hybrid
1001000121,Dr. Stephanie Torres,Family Practice,Philadelphia,PA,Actiq,REP-H342,Harold Blackwood,TERR-H02,2,6,8,6,5,15,17.61,23235.93,5.876,0.054111,18.6447,hybrid
1001000122,Dr. Richard Carter,Internal Medicine,Chicago,IL,Subsys,REP-H280,Hattie Mercer,TERR-H12,2,7,6,5,4,32,19.1594,36803.87,3.8164,0.035629,19.8906,hybrid
1001000123,Dr. Laura Clark,Pain Management,Phoenix,AZ,Abstral,REP-H296,Hayden Gallagher,TERR-H04,3,3,2,1,0,15,6.8827,5925.14,3.3373,0.028723,7.1124,hybrid
1001000124,Dr. Stephanie Hill,Oncology,Portland,OR,Subsys,REP-H264,Hannah Mercer,TERR-H08,1,10,14,11,8,17,49.9271,57207.95,7.876,0.074378,53.8594,hybrid
1001000125,Dr. Emily Harris,Palliative Care,Miami,FL,Subsys,REP-H113,Hector Vance,TERR-H01,1,9,11,6,6,15,24.1494,57526.31,10.042,0.092057,26.5744,hybrid
1001000126,Dr. Laura Gonzalez,Pain Management,Boston,MA,Fentora,REP-H197,Hunter Monroe,TERR-H01,2,4,3,3,0,18,9.9738,13657.05,2.6815,0.024079,10.2412,hybrid
1001000127,Dr. Mary Rodriguez,Palliative Care,Denver,CO,Subsys,REP-H269,Harrison Mercer,TERR-H01,3,3,5,4,5,30,8.9058,14267.74,3.5608,0.031511,9.2229,hybrid
1001000128,Dr. Karen Baker,Pain Management,Philadelphia,PA,Actiq,REP-H261,Helen Mercer,TERR-H05,1,9,16,13,12,43,24.9212,25556.1,12.2585,0.111412,27.9762,hybrid
1001000129,Dr. Margaret Jones,Pain Management,Philadelphia,PA,Abstral,REP-H370,Hope Whitman,TERR-H06,2,4,8,5,3,18,10.5101,19172.7,5.4776,0.048807,11.0858,hybrid
1001000130,Dr. Nancy Wright,Internal Medicine,Austin,TX,Subsys,REP-H104,Hannah Vance,TERR-H04,2,4,7,6,0,18,9.1706,17774.71,2.5484,0.022718,9.4044,hybrid
1001000131,Dr. Sarah Walker,Pain Management,Detroit,MI,Abstral,REP-H216,Hayden Bishop,TERR-H08,3,2,4,4,3,27,4.6632,8360.01,5.7237,0.046053,4.9301,hybrid
1001000132,Dr. Stephanie Taylor,Anesthesiology,Las Vegas,NV,Fentora,REP-H371,Hugh Whitman,TERR-H07,3,3,3,2,1,23,6.9193,8647.22,5.497,0.046911,7.2997,hybrid
1001000133,Dr. Sharon Torres,Palliative Care,Los Angeles,CA,Subsys,REP-H130,Hope Finch,TERR-H06,3,3,3,2,1,13,6.9572,10499.39,3.9236,0.03373,7.2302,hybrid
1001000134,Dr. Sandra Rodriguez,Emergency Medicine,Atlanta,GA,Fentora,REP-H181,Helen Monroe,TERR-H09,2,6,2,1,2,17,17.0859,19063.98,1.0514,0.009884,17.2655,hybrid
1001000135,Dr. Thomas Young,Internal Medicine,Austin,TX,Abstral,REP-H215,Homer Bishop,TERR-H07,3,3,2,1,0,11,6.9361,6229.5,-1.7036,-0.015001,6.8179,hybrid
1001000136,Dr. Karen Scott,Pain Management,Columbus,OH,Lazanda,REP-H354,Hazel Blackwood,TERR-H02,2,4,7,6,0,11,11.7549,24340.79,5.9371,0.053272,12.4528,hybrid
