Prscrbr_NPI,Physician_Name,Specialty,City,State,Brand_Name,Sales_Rep,Sales_Rep_Name,Territory,HCP_Tier,CMS_Volume_Decile,Target_Calls,Actual_Calls,Samples_Dropped,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Rx_Lift_Pct,Delta_Log_Fills,Post_Campaign_Fills,dataset_mode,Compliance_Pct,Monthly_Call_Frequency,Sample_Velocity,Log_Baseline_Fills,Diminishing_Call_Log,Tier_Compliance_Interaction,Sample_Call_Ratio,Baseline_Volume_Saturation,Compliance_Pct_raw,Monthly_Call_Frequency_raw,Sample_Velocity_raw,Log_Baseline_Fills_raw,Diminishing_Call_Log_raw,Tier_Compliance_Interaction_raw,Sample_Call_Ratio_raw,Tot_30day_Fills_raw,Tot_Drug_Cst_raw,Tot_Clms_raw
2001000021,Dr. Dorothy Thomas,Emergency Medicine,Baltimore,MD,Lazanda,REP-S754,Selena Tanaka,TERR-S02,3,5.0,2,2,2,-0.45032944717580553,-0.24923277435796942,-0.11984309703294274,3.5772,0.03276311877064941,13.9788,synthetic,1.7318818569804533,-0.752669882367221,0.5937505349345118,-0.06772361801164234,-0.77509632596926,0.4980175348562611,0.5937505349345118,0.9235408983486203,100.0,0.6666666666666666,1.0,2.6738727493006236,1.0986122886681098,500.0,1.0,13.496,24626.23,17.0
2001000022,Dr. Karen Rodriguez,Oncology,Seattle,WA,Abstral,REP-S560,Sloan Chen,TERR-S04,1,3.0,13,5,4,0.7741117127443429,-0.830465467671014,-0.4722621642074711,7.8233,0.06873540549952928,10.8447,synthetic,-1.783562059836409,0.5843095139429743,0.20928519934803333,-0.7692874322530662,0.7827514065628568,-1.1618931087981748,0.20928519934803333,0.6715591300549253,38.46153846153847,1.6666666666666667,0.8,2.4031451046482277,1.791759469228055,115.3846153846154,0.8,10.0579,19882.31,24.0
2001000023,Dr. Michelle Allen,Pain Management,Houston,TX,Abstral,REP-S521,Samuel Patel,TERR-S07,1,6.0,11,8,5,0.9490318784472211,-0.02513165506074957,0.16705047350365324,8.3803,0.07557730511681449,16.0637,synthetic,0.1739010302093441,1.9212889102531692,-0.1271219692901355,0.1590326154146735,1.6940339119276273,0.22337777381525445,-0.1271219692901355,1.0009970842153226,72.72727272727273,2.6666666666666665,0.625,2.7613760950256783,2.1972245773362196,436.3636363636364,0.625,14.8216,28488.11,25.0
2001000025,Dr. Michelle Green,Palliative Care,Seattle,WA,Abstral,REP-S678,Summer Kowalski,TERR-S10,3,1.0,5,3,2,1.1239520441500994,-1.1861600625724553,-1.1498809638686018,5.3512,0.04644792662219199,8.3796,synthetic,-0.5531566889505074,-0.3070100835971559,-0.04702502437628586,-1.3162178781338243,-0.12853109880191332,-1.4009202414844137,-0.04702502437628586,0.50745579218044,60.0,1.0,0.6666666666666666,2.1920891915634226,1.3862943611198906,60.0,0.6666666666666666,7.9539,10760.87,26.0
2001000026,Dr. Charles Brown,Pain Management,Boston,MA,Actiq,REP-S801,Samuel Vargas,TERR-S07,1,9.0,10,6,3,0.42427138133858616,1.2415231701764413,-0.42218720585664266,9.7586,0.08929458122817824,24.4917,synthetic,-0.5531566889505074,1.0299693127130392,-0.3674128040316846,1.1636726338273435,1.1292049358741694,0.6706482417963224,-0.3674128040316846,1.5070133478766887,60.0,2.0,0.5,3.1490583277566926,1.9459101490553132,540.0,0.5,22.3141,20556.37,22.0
2001000027,Dr. Kathleen Mitchell,Oncology,Charlotte,NC,Actiq,REP-S545,Simon Chen,TERR-S03,3,4.0,4,3,0,0.0744310499328295,-0.4749737404092502,-0.6128339815379341,3.5341,0.0321285451648996,12.5904,synthetic,0.30373276577360286,-0.3070100835971559,-1.328576142997881,-0.31815045094332145,-0.12853109880191332,-0.36513599984404566,-1.328576142997881,0.8119616533132095,75.0,1.0,0.0,2.5772351159719156,1.3862943611198906,300.0,0.0,12.1607,17990.07,20.0
2001000028,Dr. Ashley Rivera,Family Practice,Jacksonville,FL,Subsys,REP-S772,Sienna Muller,TERR-S06,3,8.0,3,2,2,0.9490318784472211,0.7043634715833617,-0.34606370079463916,1.857,0.017495425181957902,19.4921,synthetic,-0.1723169312953478,-0.752669882367221,0.5937505349345118,0.783995352860983,-0.77509632596926,0.6418764573063119,0.5937505349345118,1.3398552761202642,66.66666666666666,0.6666666666666666,1.0,3.0025440208362437,1.0986122886681098,533.3333333333333,1.0,19.1367,21581.07,25.0
2001000029,Dr. Amanda Rivera,Oncology,Atlanta,GA,Subsys,REP-S705,Simon Rossi,TERR-S09,3,1.0,5,4,5,0.5991915470414645,-1.459710169041097,-1.290769250537958,6.9664,0.058429904470529204,6.7772,synthetic,0.589362584014973,0.13864971517290903,1.07433220441761,-1.8327429184321398,0.37298385385674826,-1.314604888014383,1.07433220441761,0.42303704910587653,80.0,1.3333333333333333,1.25,1.9927664717690041,1.6094379124341003,80.0,1.25,6.3358,8864.37,23.0
2001000030,Dr. Joseph Martin,Pain Management,Charlotte,NC,Subsys,REP-S718,Summer Rossi,TERR-S08,3,3.0,3,2,1,-0.8001697785815622,-0.7409670272999003,-0.040299345876419194,5.2275,0.04665377383047842,11.1407,synthetic,-0.1723169312953478,-0.752669882367221,-0.3674128040316846,-0.6481017017818854,-0.77509632596926,-0.7967127671941991,-0.3674128040316846,0.7150278262611922,66.66666666666666,0.6666666666666666,0.5,2.4499096707645935,1.0986122886681098,199.99999999999997,0.5,10.5873,25696.97,15.0
2001000031,Dr. Dorothy Robinson,Pain Management,Los Angeles,CA,Abstral,REP-S752,Sienna Tanaka,TERR-S14,3,4.0,4,3,1,0.0744310499328295,-0.5136707426777577,0.06758326882651038,3.9605,0.03588615677161133,12.4043,synthetic,0.30373276577360286,-0.3070100835971559,-0.6878005836870834,-0.36361844695643253,-0.12853109880191332,-0.36513599984404566,-0.6878005836870834,0.8058304777784037,75.0,1.0,0.3333333333333333,2.559689394231686,1.3862943611198906,300.0,0.3333333333333333,11.9318,27149.18,20.0
2001000032,Dr. Mary Davis,Internal Medicine,New York,NY,Fentora,REP-S758,Summer Tanaka,TERR-S06,3,6.0,5,4,0,2.1734730383673697,0.048576920688788654,0.9546802556046381,1.459,0.013599168580536336,15.4802,synthetic,0.589362584014973,0.13864971517290903,-1.328576142997881,0.2294782807544264,0.37298385385674826,0.41170218138623044,-1.328576142997881,1.0098428182511647,80.0,1.3333333333333333,0.0,2.7885604917494797,1.6094379124341003,480.0,0.0,15.2576,39090.41,32.0
2001000033,Dr. Kathleen Nelson,Pain Management,Charlotte,NC,Abstral,REP-S526,Stella Patel,TERR-S12,1,6.0,12,5,0,-0.45032944717580553,-0.024201845045560506,0.31758513192308385,4.8714,0.04462618674146679,15.5494,synthetic,-1.6004660225021974,0.5843095139429743,-1.328576142997881,0.15993329721980834,0.7827514065628568,-0.5809243835191222,-1.328576142997881,1.0013685342587177,41.66666666666667,1.6666666666666667,0.0,2.761723660647986,1.791759469228055,250.00000000000003,0.0,14.8271,30514.46,17.0
2001000034,Dr. Sandra Sanchez,Anesthesiology,Chicago,IL,Subsys,REP-S569,Seth Kapoor,TERR-S13,3,6.0,2,1,1,-1.4998504413930756,-0.11638828164240257,-0.20341774638861157,0.6095,0.005676902484599733,14.3688,synthetic,-1.1244163254332475,-1.198329681137286,0.5937505349345118,0.06907598188162634,-1.6863788313340304,-0.36513599984404566,0.5937505349345118,0.9584781291286303,50.0,0.3333333333333333,1.0,2.726662577847496,0.6931471805599453,300.0,1.0,14.2818,23501.23,11.0
2001000035,Dr. William Green,Oncology,Chicago,IL,Subsys,REP-S764,Sarah Muller,TERR-S12,2,3.0,8,5,2,-0.2754092814729272,-0.6398544145572426,-0.6383283354631594,3.8965,0.03514734911630901,11.6213,synthetic,-0.41034177982982234,0.5843095139429743,-0.5596454718249239,-0.5176795015626321,0.7827514065628568,-0.8506598631129682,-0.5596454718249239,0.7468415368333708,62.5,1.6666666666666667,0.4,2.500238513784982,1.791759469228055,187.5,0.4,11.1854,17646.89,18.0
2001000037,Dr. Margaret Lewis,Oncology,Baltimore,MD,Subsys,REP-S776,Sasha Muller,TERR-S10,3,2.0,4,2,3,0.24935121563570783,-0.8522230220264396,-1.1414826402155722,5.2471,0.046569090633561405,10.4502,synthetic,-1.1244163254332475,-0.752669882367221,1.5549138739007082,-0.7996249558209296,-0.77509632596926,-1.2282895345443523,1.5549138739007082,0.6629659187446051,50.0,0.6666666666666666,1.5,2.391438106463045,1.0986122886681098,100.0,1.5,9.9292,10873.92,21.0
2001000038,Dr. Betty Young,Palliative Care,Houston,TX,Abstral,REP-S785,Simon Gomez,TERR-S05,3,10.0,2,2,1,0.24935121563570783,1.3680956716986414,-0.16241490908606246,3.2149,0.030345914167982713,23.8042,synthetic,1.7318818569804533,-0.752669882367221,-0.3674128040316846,1.2455835759730858,-0.77509632596926,2.6559013716070283,-0.3674128040316846,1.4713978606594316,100.0,0.6666666666666666,0.5,3.1806670795027516,1.0986122886681098,1000.0,0.5,23.0628,24053.17,21.0
2001000039,Dr. Kathleen Hill,Pain Management,Las Vegas,NV,Subsys,REP-S546,Stella Chen,TERR-S04,1,10.0,13,9,9,0.9490318784472211,2.1311315814361205,1.7968950555785692,11.6512,0.10655205221803987,30.7893,synthetic,-0.025840101427978244,2.3669487090232346,0.5937505349345118,1.691072889986867,1.930831586388866,1.327972856683479,0.5937505349345118,1.8624032421227803,69.23076923076923,3.0,1.0,3.3525777029592505,2.302585092994046,692.3076923076923,1.0,27.5763,50427.48,25.0
2001000040,Dr. Jennifer Garcia,Pain Management,Los Angeles,CA,Subsys,REP-S559,Solomon Chen,TERR-S03,3,3.0,5,2,2,-1.1500101099873188,-0.7829437230765296,-0.8924851586828108,5.599,0.04979336063030715,10.9179,synthetic,-1.6956759619159878,-0.752669882367221,0.5937505349345118,-0.7042354834560965,-0.77509632596926,-1.1419741810743218,0.5937505349345118,0.6982585452111932,40.0,0.6666666666666666,1.0,2.4282481109897027,1.0986122886681098,120.0,1.0,10.339,14225.68,13.0
2001000041,Dr. Stephanie King,Oncology,Houston,TX,Fentora,REP-S734,Selena Santos,TERR-S10,3,10.0,4,4,1,-1.3249302756901973,1.6559817580378355,1.692219478753581,4.3321,0.04079327375479069,25.8385,synthetic,1.7318818569804533,0.13864971517290903,-0.8479944735147827,1.422775966066474,0.37298385385674826,2.6559013716070283,-0.8479944735147827,1.6535889149028387,100.0,1.3333333333333333,0.25,3.249044150050754,1.6094379124341003,1000.0,0.25,24.7657,49018.44,12.0
2001000042,Dr. Susan Nelson,Pain Management,Detroit,MI,Abstral,REP-S774,Selena Muller,TERR-S08,2,4.0,5,4,0,0.7741117127443429,-0.4774419633586613,-0.8554441312026062,3.9499,0.03584725672457223,12.6259,synthetic,0.589362584014973,0.13864971517290903,-1.328576142997881,-0.32102685206003356,0.37298385385674826,-0.278820646374015,-1.328576142997881,0.8203035221965058,80.0,1.3333333333333333,0.0,2.5761251366890687,1.6094379124341003,320.0,0.0,12.1461,14724.29,24.0
2001000043,Dr. Charles Lewis,Family Practice,Atlanta,GA,Subsys,REP-S502,Sophia Brooks,TERR-S02,3,8.0,2,2,3,-0.9750899442844405,0.46435414820808735,0.9579170089134617,2.5208,0.0235804445370702,18.1636,synthetic,1.7318818569804533,-0.752669882367221,1.5549138739007082,0.5945333321008668,-0.77509632596926,1.7927478369067211,1.5549138739007082,1.2404550380694017,100.0,0.6666666666666666,1.5,2.929432201796759,1.0986122886681098,800.0,1.5,17.717,39133.98,14.0
2001000044,Dr. Lisa Flores,Neurology,Houston,TX,Abstral,REP-S630,Sadie Novak,TERR-S04,2,7.0,9,8,5,0.5991915470414645,0.3795723804594786,1.366645331837865,3.3702,0.03135524028275061,17.7957,synthetic,1.0971489275551862,1.9212889102531692,-0.1271219692901355,0.5241526459133482,1.6940339119276273,1.0255002505064483,-0.1271219692901355,1.1782840698942054,88.88888888888889,2.6666666666666665,0.625,2.9022728799877107,2.1972245773362196,622.2222222222222,0.625,17.2155,44635.88,23.0
2001000045,Dr. Michael Sanchez,Pain Management,Houston,TX,Lazanda,REP-S527,Scott Patel,TERR-S13,3,5.0,5,4,0,0.0744310499328295,-0.1870369371601368,-0.11256875955302519,2.0359,0.018814221026301148,14.1462,synthetic,0.589362584014973,0.13864971517290903,-1.328576142997881,-0.002776105922264707,0.37298385385674826,0.06644076750610772,-1.328576142997881,0.9363175012045131,80.0,1.3333333333333333,0.0,2.6989354543846966,1.6094379124341003,400.0,0.0,13.8639,24724.15,20.0
2001000046,Dr. Margaret Hall,Oncology,Phoenix,AZ,Lazanda,REP-S759,Solomon Tanaka,TERR-S07,1,5.0,11,8,6,0.9490318784472211,-0.22186254863812954,0.5983944679865872,7.3602,0.06632818828184517,14.6631,synthetic,0.1739010302093441,1.9212889102531692,0.11316886545141361,-0.038941733595679505,1.6940339119276273,-0.09049623880303875,0.11316886545141361,0.9119286771967472,72.72727272727273,2.6666666666666665,0.75,2.684979439267261,2.1972245773362196,363.6363636363637,0.75,13.6579,34294.44,25.0
2001000047,Dr. Barbara Smith,Pain Management,Miami,FL,Actiq,REP-S580,Sloan Kapoor,TERR-S10,3,10.0,4,3,1,1.1239520441500994,1.5246249613465717,1.6542929314330925,5.062,0.04745400169299829,25.2031,synthetic,0.30373276577360286,-0.3070100835971559,-0.6878005836870834,1.34342616843603,-0.12853109880191332,1.5769594532316444,-0.6878005836870834,1.6201097556347568,75.0,1.0,0.3333333333333333,3.2184237226854084,1.3862943611198906,750.0,0.3333333333333333,23.9887,48507.91,26.0
2001000048,Dr. Linda Clark,Palliative Care,Portland,OR,Subsys,REP-S703,Sean Rossi,TERR-S07,1,6.0,14,12,10,1.298872209852978,-0.0651303913505218,-0.2944301680940488,6.4901,0.058964787637832305,15.5316,synthetic,0.9157966620051099,3.70392810533343,0.2733627552791131,0.11998750957953226,2.5204950604117395,0.5596713587634256,0.2733627552791131,0.930517447912561,85.71428571428571,4.0,0.8333333333333334,2.7463089132193006,2.5649493574615367,514.2857142857142,0.8333333333333334,14.585,22276.11,27.0
2001000049,Dr. John Wilson,Pain Management,Atlanta,GA,Subsys,REP-S606,Stella O'Connor,TERR-S08,2,8.0,7,5,1,0.5991915470414645,0.8139119970092809,0.30130924754323185,7.9659,0.0730878145855276,21.3607,synthetic,0.09971146702976721,0.5843095139429743,-0.9441108074114024,0.8660730944854832,0.7827514065628568,0.806286654392085,-0.9441108074114024,1.3361868497378755,71.42857142857143,1.6666666666666667,0.2,3.0342171391147503,1.791759469228055,571.4285714285714,0.2,19.7847,30295.37,23.0
2001000050,Dr. Lisa Miller,Family Practice,Charlotte,NC,Actiq,REP-S560,Sloan Chen,TERR-S04,3,8.0,2,2,1,-0.9750899442844405,0.7921375370172151,1.1879619886296735,2.9963,0.028115873681614723,20.2449,synthetic,1.7318818569804533,-0.752669882367221,-0.3674128040316846,0.8499645686458519,-0.77509632596926,1.7927478369067211,-0.3674128040316846,1.3762070431104787,100.0,0.6666666666666666,0.5,3.0280009928842024,1.0986122886681098,800.0,0.5,19.6559,42230.62,14.0
2001000051,Dr. Dorothy Adams,Oncology,Austin,TX,Actiq,REP-S512,Sienna Brooks,TERR-S12,1,2.0,12,11,3,0.42427138133858616,-1.1211747953290552,-0.656425775756079,8.0534,0.06944039028110893,9.0098,synthetic,1.2558321599115025,3.258268306563364,-0.8043052308345011,-1.2072882677037475,2.340599139094974,-0.8686422284192247,-0.8043052308345011,0.556742609703515,91.66666666666666,3.6666666666666665,0.2727272727272727,2.234124222826437,2.4849066497880004,183.33333333333331,0.2727272727272727,8.3383,17403.28,22.0
2001000053,Dr. Sarah Carter,Pain Management,Philadelphia,PA,Lazanda,REP-S563,Sean Kapoor,TERR-S07,1,8.0,10,9,9,-0.6252496128786839,0.787201091118393,1.328622952252782,12.4703,0.11212875716563886,22.0742,synthetic,1.1606222204977132,2.3669487090232346,0.5937505349345118,0.8462986699986157,1.930831586388866,1.4474864230265985,0.5937505349345118,1.3255161030367082,90.0,3.0,1.0,3.026586353066478,2.302585092994046,720.0,1.0,19.6267,44124.06,16.0
2001000054,Dr. William Rodriguez,Internal Medicine,Seattle,WA,Actiq,REP-S565,Simon Kapoor,TERR-S09,3,10.0,5,3,0,-0.9750899442844405,1.376666829475021,1.4184341276648142,1.3027,0.012409464371216927,23.4146,synthetic,-0.5531566889505074,-0.3070100835971559,-1.328576142997881,1.2510378788227439,-0.12853109880191332,0.9295943022064145,-1.328576142997881,1.5297951171644488,60.0,1.0,0.0,3.1827718496373194,1.3862943611198906,600.0,0.0,23.1135,45333.01,14.0
